分支号	始节点	末节点	风量	风阻	阻力	是否固定	风机名称	可调节性	局部风阻	始末节点标高差	平均密度	附加阻力
352	625	626	83.478472	0.00058379	4.068229	0	0	可调	0	0	1.23	0
353	626	13	97.572392	7.3217E-05	0.697053	0	0	可调	0	0	1.23	0
354	627	626	14.093921	0.000895491	0.177879	0	0	可调	0	0	1.23	0
355	670	689	47.861695	0.023598182	54.057344	0	0	可调	0	0	1.23	0
356	628	658	13.171882	0.013926607	2.416245	0	0	可调	0	0	1.23	0
357	629	628	3.365011	0.009033498	0.102289	0	0	可调	0	0	1.23	0
358	630	629	0.619066	0.013406648	0.005138	0	0	可调	0	0	1.23	0
359	630	636	6.724886	0.152284849	6.886944	0	0	可调	0	0	1.23	0
360	631	59	2.745945	0.010042288	0.075721	0	0	可调	0	0	1.23	0
361	631	204	6.106496	0.136673547	5.09646	0	0	可调	0	0	1.23	0
362	632	628	9.806871	0.004481157	0.430974	0	0	可调	0	0	1.23	0
363	633	632	9.38262	0.016382571	1.442216	0	0	可调	0	0	1.23	0
364	634	62	8.087366	0.027150504	1.775792	0	0	可调	0	0	1.23	0
365	635	630	7.343953	0.001841114	0.099298	0	0	可调	0	0	1.23	0
366	635	631	8.852441	0.015255371	1.195498	0	0	可调	0	0	1.23	0
367	636	643	16.839755	0.006422615	1.821308	0	0	可调	0	0	1.23	0
368	637	60	5.433342	0.010500012	0.309973	0	0	可调	0	0	1.23	0
369	637	636	10.114869	0.020007814	2.047011	0	0	可调	0	0	1.23	0
370	671	672	59.200116	0.003072178	10.76692	0	0	可调	0	0	1.23	0
371	638	632	0.424251	0.011561823	0.002081	0	0	可调	0	0	1.23	0
372	638	637	15.548211	0.015899999	3.843775	0	0	可调	0	0	1.23	0
373	639	638	7.26261	0.008339801	0.439887	0	0	可调	0	0	1.23	0
374	640	641	0.319435	0.006252528	0.000638	0	0	可调	0	0	1.23	0
375	640	61	0.319426	0.007644588	0.00078	0	0	可调	0	0	1.23	0
376	640	642	4.794481	0.218092553	5.013304	0	0	可调	0	0	1.23	0
377	641	61	0.319435	0.005066704	0.000517	0	0	可调	0	0	1.23	0
378	642	63	20.338982	0.04039092	16.708681	0	0	可调	0	0	1.23	0
379	643	633	1.295254	0.006410031	0.010754	0	0	可调	0	0	1.23	0
380	643	642	15.544501	0.008605566	2.079376	0	0	可调	0	0	1.23	0
381	644	627	0.442375	0.004675628	0.000915	0	0	可调	0	0	1.23	0
382	644	28	1.396679	0.006992831	0.013641	0	0	可调	0	0	1.23	0
383	644	635	16.196393	0.022786338	5.977384	0	0	可调	0	0	1.23	0
384	672	673	3.053124	0.022905486	0.213515	0	0	可调	0	0	1.23	0
385	672	674	56.146991	0.001023374	3.226171	0	0	可调	0	0	1.23	0
386	673	203	4.454151	0.005519404	0.109502	0	0	可调	0	0	1.23	0
387	674	675	2.344665	0.035600116	0.19571	0	0	可调	0	0	1.23	0
388	674	656	53.802327	0.000554092	1.603925	0	0	可调	0	0	1.23	0
389	675	205	2.344665	0.008830997	0.048548	0	0	可调	0	0	1.23	0
390	613	64	4.437248	0.130565993	2.570736	0	0	可调	0	0	1.23	0
391	613	182	14.905343	0.01479031	3.285952	0	0	可调	0	0	1.23	0
392	599	616	10.7	0.067604158	7.74	0	0	可调	0	0	1.23	0
393	600	599	3.190859	0.011240592	0.114447	0	0	可调	0	0	1.23	0
394	600	210	10.53	0.067640144	7.5	0	0	可调	0	0	1.23	0
395	601	600	13.720673	0.015544193	2.926301	0	0	可调	0	0	1.23	0
396	602	184	11.9	0.004872537	0.69	0	0	可调	0	0	1.23	0
397	602	603	5.144058	0.010677656	0.282545	0	0	可调	0	0	1.23	0
398	603	24	9.33	0.004939752	0.43	0	0	可调	0	0	1.23	0
399	604	605	2.599266	0.00329846	0.022285	0	0	可调	0	0	1.23	0
400	604	606	17.835977	0.009493749	3.020171	0	0	可调	0	0	1.23	0
401	604	603	4.2	0.004218027	0.074406	0	0	可调	0	0	1.23	0
402	605	686	3.402712	0.006426249	0.074406	0	0	可调	0	0	1.23	0
403	606	25	0.803446	0.003298088	0.002129	0	0	可调	0	0	1.23	0
404	606	602	17	0.086851211	25.1	0	0	可调	0	0	1.23	0
405	590	591	0.784666	0.002983592	0.001837	0	0	可调	0	0	1.23	0
406	590	17	8.099089	0.001185894	0.077789	0	0	可调	0	0	1.23	0
407	590	18	24.967136	0.002906801	1.811977	0	0	可调	0	0	1.23	0
408	591	592	0.338172	0.002291005	0.000262	0	0	可调	0	0	1.23	0
409	591	211	0.446495	0.287999789	0.057415	0	0	可调	0	0	1.23	0
410	592	20	20.833745	0.00289741	1.257606	0	0	可调	0	0	1.23	0
411	593	20	0.34	0.002318339	0.000268	0	0	可调	0	0	1.23	0
412	594	592	20.495573	0.013363161	5.613443	0	0	可调	0	0	1.23	0
413	594	181	15.63	0.002591109	0.633	0	0	可调	0	0	1.23	0
414	596	595	36.128377	0.010289309	13.43022	0	0	可调	0	0	1.23	0
415	595	594	36.128377	0.003624051	4.730327	0	0	可调	0	0	1.23	0
416	597	596	36.128377	0.000267404	0.349031	0	0	可调	0	0	1.23	0
417	608	609	16.600861	0.014879121	4.100516	0	0	可调	0	0	1.23	0
418	609	611	57.171147	0.001213061	3.96494	0	0	可调	0	0	1.23	0
419	610	12	0.521562	0.003308496	0.0009	0	0	可调	0	0	1.23	0
420	610	611	2.293924	0.002371682	0.01248	0	0	可调	0	0	1.23	0
421	610	677	41.744241	0.006972664	12.150437	0	0	可调	0	0	1.23	0
422	611	679	59.46507	0.023023902	81.414695	0	0	可调	0	0	1.23	0
423	614	615	19.866872	0.019409023	7.660598	0	0	可调	0	0	1.23	0
424	615	597	36.128377	0.09382572	122.466924	0	0	可调	0	0	1.23	0
425	616	615	16.261505	0.033638501	8.895249	0	0	可调	0	0	1.23	0
426	617	209	4.96	0.011381374	0.28	0	0	可调	0	0	1.23	0
427	689	37	15.311162	0.010486855	2.458451	0	0	可调	0	0	1.23	0
428	689	11	32.550533	0.038092119	40.360017	0	0	可调	0	0	1.23	0
429	679	650	60.371613	0.01254891	45.737409	0	0	可调	0	0	1.23	0
430	680	609	40.570286	0.000823363	1.355212	0	0	可调	0	0	1.23	0
431	681	680	39.868083	0.000818439	1.300879	0	0	可调	0	0	1.23	0
432	682	681	39.174501	0.002781354	4.268382	0	0	可调	0	0	1.23	0
433	683	682	37.312358	0.001051273	1.463595	0	0	可调	0	0	1.23	0
434	684	683	2.495138	0.001166934	0.007265	0	0	可调	0	0	1.23	0
435	684	17	2.140284	0.001709521	0.007831	0	0	可调	0	0	1.23	0
436	685	683	34.81722	0.000840948	1.01943	0	0	可调	0	0	1.23	0
437	686	685	24.577847	0.001052329	0.635681	0	0	可调	0	0	1.23	0
438	687	684	4.635422	0.001204907	0.02589	0	0	可调	0	0	1.23	0
439	687	590	33.850891	0.002359491	2.7037	0	0	可调	0	0	1.23	0
440	688	15	1.862143	0.001147776	0.00398	0	0	可调	0	0	1.23	0
441	688	687	38.486313	0.00659176	9.763691	0	0	可调	0	0	1.23	0
442	690	691	0.440177	0.048581774	0.009413	0	0	可调	0	0	1.23	0
443	690	692	32.110356	0.003020978	3.114855	0	0	可调	0	0	1.23	0
444	676	681	0.693582	0.002723176	0.00131	0	0	可调	0	0	1.23	0
445	676	688	40.348456	0.002007442	3.268112	0	0	可调	0	0	1.23	0
446	677	680	0.702204	0.002705386	0.001334	0	0	可调	0	0	1.23	0
447	677	676	41.042038	0.002223866	3.745988	0	0	可调	0	0	1.23	0
448	678	679	0.906542	0.002501769	0.002056	0	0	可调	0	0	1.23	0
449	678	610	44.559727	0.063861104	126.800646	0	0	可调	0	0	1.23	0
450	691	26	0.221182	0.010833688	0.00053	0	0	可调	0	0	1.23	0
451	691	622	0.218995	0.016201403	0.000777	0	0	可调	0	0	1.23	0
452	692	620	0.48263	0.022693346	0.005286	0	0	可调	0	0	1.23	0
453	692	695	31.627726	0.034835656	34.846561	0	0	可调	0	0	1.23	0
454	694	654	2.018217	0.024639842	0.100363	0	0	可调	0	0	1.23	0
455	582	5860	0.351656	0.032451374	0.004013	0	0	可调	0	0	1.23	0
456	582	583	3.73338	0.105110327	1.465041	0	0	可调	0	0	1.23	0
457	569	558	20.7	0.040491027	17.35	0	0	可调	0	0	1.23	0
458	570	557	1.482533	0.00215296	0.004732	0	0	可调	0	0	1.23	0
459	570	571	39.199618	0.013964935	21.458659	0	0	可调	0	0	1.23	0
460	571	86	4.182012	0.011418517	0.199701	0	0	可调	0	0	1.23	0
461	571	573	35.017606	0.012699227	15.572208	0	0	可调	0	0	1.23	0
462	572	555	1.851717	0.0033186	0.011379	0	0	可调	0	0	1.23	0
463	572	574	30.483963	0.016579699	15.40705	0	0	可调	0	0	1.23	0
464	573	556	2.681926	0.003496866	0.025152	0	0	可调	0	0	1.23	0
465	573	572	32.33568	0.012699227	13.278263	0	0	可调	0	0	1.23	0
466	574	529	6.670117	0.008449699	0.375931	0	0	可调	0	0	1.23	0
467	574	575	23.813846	0.00274684	1.557731	0	0	可调	0	0	1.23	0
468	575	553	0.577644	0.007558307	0.002522	0	0	可调	0	0	1.23	0
469	575	576	23.236202	0.002740447	1.479625	0	0	可调	0	0	1.23	0
470	576	530	8.066632	0.019751838	1.285263	0	0	可调	0	0	1.23	0
471	576	577	15.16957	0.01331857	3.064814	0	0	可调	0	0	1.23	0
472	577	119	1.167169	0.005115675	0.006969	0	0	可调	0	0	1.23	0
473	577	189	14.002401	0.008129992	1.594025	0	0	可调	0	0	1.23	0
474	578	559	0.138161	0.003562361	0.000068	0	0	可调	0	0	1.23	0
475	578	118	6.840493	0.010322351	0.483007	0	0	可调	0	0	1.23	0
476	583	581	1.110423	0.032453955	0.040017	0	0	可调	0	0	1.23	0
477	583	584	2.622957	0.063874007	0.439447	0	0	可调	0	0	1.23	0
478	559	560	6.166728	0.012950486	0.492488	0	0	可调	0	0	1.23	0
479	560	551	6.32741	0.005550214	0.222209	0	0	可调	0	0	1.23	0
480	561	560	0.160683	0.054107385	0.001397	0	0	可调	0	0	1.23	0
481	561	549	2	0.006	0.024	0	0	可调	0	0	1.23	0
482	561	188	4.751028	0.248065335	5.599397	0	0	可调	0	0	1.23	0
483	562	563	7.25281	0.025045162	1.317457	0	0	可调	0	0	1.23	0
484	563	564	7.695366	0.026537684	1.571526	0	0	可调	0	0	1.23	0
485	564	565	8.070405	0.008328021	0.542416	0	0	可调	0	0	1.23	0
486	565	566	8.440208	0.010180957	0.725262	0	0	可调	0	0	1.23	0
487	566	567	8.830045	0.010180956	0.793806	0	0	可调	0	0	1.23	0
488	567	568	9.138083	0.010384582	0.86716	0	0	可调	0	0	1.23	0
489	568	102	20.830269	0.094275702	40.906237	0	0	可调	0	0	1.23	0
490	584	579	0.297812	0.002457945	0.000218	0	0	可调	0	0	1.23	0
491	584	585	2.325145	0.096280649	0.520522	0	0	可调	0	0	1.23	0
492	543	567	0.308038	0.006112507	0.00058	0	0	可调	0	0	1.23	0
493	543	544	2.049425	0.064220673	0.269736	0	0	可调	0	0	1.23	0
494	544	101	11.692186	0.01214745	1.660644	0	0	可调	0	0	1.23	0
495	545	565	0.369802	0.006105876	0.000835	0	0	可调	0	0	1.23	0
496	545	100	2.7473	0.075921571	0.57303	0	0	可调	0	0	1.23	0
497	546	564	0.37504	0.005908073	0.000831	0	0	可调	0	0	1.23	0
498	546	545	3.117103	0.059843988	0.581464	0	0	可调	0	0	1.23	0
499	547	563	0.442556	0.006560949	0.001285	0	0	可调	0	0	1.23	0
500	547	546	3.492142	0.174172964	2.124049	0	0	可调	0	0	1.23	0
501	548	562	4.081166	0.027047867	0.450507	0	0	可调	0	0	1.23	0
502	548	547	3.934698	0.202755183	3.139025	0	0	可调	0	0	1.23	0
503	549	187	3.076319	0.761904604	7.210466	0	0	可调	0	0	1.23	0
504	550	551	0.202886	0.007409616	0.000305	0	0	可调	0	0	1.23	0
505	550	549	0.964283	0.004070585	0.003785	0	0	可调	0	0	1.23	0
506	551	552	6.530296	0.414110962	17.659665	0	0	可调	0	0	1.23	0
507	552	553	6.868265	0.014338034	0.676369	0	0	可调	0	0	1.23	0
508	585	696	0.874164	0.044430329	0.033952	0	0	可调	0	0	1.23	0
509	585	586	1.45098	0.046026705	0.096902	0	0	可调	0	0	1.23	0
510	553	554	7.771211	0.010341881	0.624564	0	0	可调	0	0	1.23	0
511	554	555	8.841767	0.028909162	2.260027	0	0	可调	0	0	1.23	0
512	555	556	14.219913	0.005574253	1.127147	0	0	可调	0	0	1.23	0
513	556	557	17.557422	0.038244643	11.789411	0	0	可调	0	0	1.23	0
514	557	83	19.039955	0.008196254	2.971305	0	0	可调	0	0	1.23	0
515	558	537	21.504754	0.039188225	18.122769	0	0	可调	0	0	1.23	0
516	579	580	1.70906	0.015926674	0.04652	0	0	可调	0	0	1.23	0
517	579	484	23.123853	0.002986956	1.597163	0	0	可调	0	0	1.23	0
518	580	581	4.637823	0.009379294	0.201743	0	0	可调	0	0	1.23	0
519	581	5860	5.748246	0.041036722	1.355949	0	0	可调	0	0	1.23	0
520	586	541	0.403786	0.028838994	0.004702	0	0	可调	0	0	1.23	0
521	586	587	1.047195	0.049897076	0.054718	0	0	可调	0	0	1.23	0
522	5860	65	6.099902	0.048061018	1.788293	0	0	可调	0	0	1.23	0
523	587	588	0.279402	0.11027922	0.008609	0	0	可调	0	0	1.23	0
524	587	558	0.767793	0.031936905	0.018827	0	0	可调	0	0	1.23	0
525	588	570	40.682151	0.002085583	3.451718	0	0	可调	0	0	1.23	0
526	589	569	1.697006	0.002396323	0.006901	0	0	可调	0	0	1.23	0
527	589	588	40.4	0.090885697	148.34	0	0	可调	0	0	1.23	0
528	535	634	7.448505	0.001317983	0.073122	0	0	可调	0	0	1.23	0
529	526	556	0.655583	0.003394688	0.001459	0	0	可调	0	0	1.23	0
530	526	542	3.526429	0.003014305	0.037485	0	0	可调	0	0	1.23	0
531	527	553	0.325302	0.010338174	0.001094	0	0	可调	0	0	1.23	0
532	527	528	5.274259	0.000115322	0.003208	0	0	可调	0	0	1.23	0
533	528	531	6.755356	0.020182674	0.921033	0	0	可调	0	0	1.23	0
534	529	121	1.070557	0.004651458	0.005331	0	0	可调	0	0	1.23	0
535	529	527	5.599561	0.00573521	0.179828	0	0	可调	0	0	1.23	0
536	530	552	0.337969	0.012458081	0.001423	0	0	可调	0	0	1.23	0
537	530	120	7.728663	0.000217052	0.012965	0	0	可调	0	0	1.23	0
538	531	532	6.840155	0.011532962	0.539601	0	0	可调	0	0	1.23	0
539	532	533	6.911698	0.011225421	0.536256	0	0	可调	0	0	1.23	0
540	533	534	6.970848	0.009918337	0.481959	0	0	可调	0	0	1.23	0
541	534	516	7.017544	0.011148537	0.54902	0	0	可调	0	0	1.23	0
542	536	696	23.660937	0.003327303	1.862757	0	0	可调	0	0	1.23	0
543	516	517	7.04861	0.012878475	0.63984	0	0	可调	0	0	1.23	0
544	517	518	7.026566	0.011725181	0.578903	0	0	可调	0	0	1.23	0
545	517	522	0.022	0.006198347	0.000003	0	0	可调	0	0	1.23	0
546	518	123	1.955731	0.011340737	0.043377	0	0	可调	0	0	1.23	0
547	518	519	5.070835	0.006511594	0.167435	0	0	可调	0	0	1.23	0
548	519	520	11	0.01322314	1.6	0	0	可调	0	0	1.23	0
549	520	122	7.68703	0.003789311	0.223912	0	0	可调	0	0	1.23	0
550	520	548	3.360161	0.108000031	1.219394	0	0	可调	0	0	1.23	0
551	521	544	9.642761	0.153292006	14.253526	0	0	可调	0	0	1.23	0
552	522	519	5.976356	0.019534768	0.69772	0	0	可调	0	0	1.23	0
553	523	516	0.031066	0.006216996	0.000006	0	0	可调	0	0	1.23	0
554	523	522	5.954312	0.022139413	0.784927	0	0	可调	0	0	1.23	0
555	524	534	0.046696	0.006420497	0.000014	0	0	可调	0	0	1.23	0
556	524	523	5.985378	0.018720829	0.670669	0	0	可调	0	0	1.23	0
557	525	533	0.05915	0.006573828	0.000023	0	0	可调	0	0	1.23	0
558	525	524	6.032075	0.016865036	0.61365	0	0	可调	0	0	1.23	0
559	537	536	22.727387	0.010721307	5.537921	0	0	可调	0	0	1.23	0
560	514	532	0.071543	0.006447326	0.000033	0	0	可调	0	0	1.23	0
561	514	525	6.091224	0.0188185	0.698223	0	0	可调	0	0	1.23	0
562	515	531	0.0848	0.006535911	0.000047	0	0	可调	0	0	1.23	0
563	515	514	6.162767	0.019665007	0.746871	0	0	可调	0	0	1.23	0
564	538	541	0.818847	0.000241607	0.000162	0	0	可调	0	0	1.23	0
565	539	538	0.464857	0.000444255	0.000096	0	0	可调	0	0	1.23	0
566	539	505	22.326121	0.00026759	0.133382	0	0	可调	0	0	1.23	0
567	540	538	0.35399	0.006982743	0.000875	0	0	可调	0	0	1.23	0
568	540	536	0.93355	0.017479894	0.015234	0	0	可调	0	0	1.23	0
569	541	537	1.222633	0.000461591	0.00069	0	0	可调	0	0	1.23	0
570	542	555	3.526429	0.003242841	0.040327	0	0	可调	0	0	1.23	0
571	513	504	20.061724	0.290841266	117.05569	0	0	可调	0	0	1.23	0
572	504	589	42.099755	0.019361726	34.316517	0	0	可调	0	0	1.23	0
573	494	481	2.354496	0.016321192	0.090479	0	0	可调	0	0	1.23	0
574	494	495	11.256546	0.121053854	15.338713	0	0	可调	0	0	1.23	0
575	495	497	12.375717	0.284591587	43.587584	0	0	可调	0	0	1.23	0
576	496	471	53.621776	0.018075884	51.973495	0	0	可调	0	0	1.23	0
577	496	495	1.11917	6.687120606	8.375896	0	0	可调	0	0	1.23	0
578	497	498	6.786655	0.045939912	2.115932	0	0	可调	0	0	1.23	0
579	497	471	5.6	0.000318878	0.01	0	0	可调	0	0	1.23	0
580	499	498	3.285845	0.000444762	0.004802	0	0	可调	0	0	1.23	0
581	498	480	2.3421	0.02162546	0.118625	0	0	可调	0	0	1.23	0
582	498	500	7.7304	0.028561984	1.706838	0	0	可调	0	0	1.23	0
583	499	470	50.628275	0.001882256	4.824641	0	0	可调	0	0	1.23	0
584	500	493	2.341101	0.015097011	0.082743	0	0	可调	0	0	1.23	0
585	500	501	5.389299	0.651330907	18.917609	0	0	可调	0	0	1.23	0
586	501	502	7.956617	0.032111833	2.032928	0	0	可调	0	0	1.23	0
587	502	130	2.320158	8.80528E-05	0.000474	0	0	可调	0	0	1.23	0
588	502	503	13.278553	0.383777635	67.667661	0	0	可调	0	0	1.23	0
589	503	490	7.987259	0.002304381	0.147011	0	0	可调	0	0	1.23	0
590	503	485	5.291294	0.034886429	0.976743	0	0	可调	0	0	1.23	0
591	505	85	40.04284	0.000792208	1.270249	0	0	可调	0	0	1.23	0
592	485	488	0.851887	0.002225402	0.001615	0	0	可调	0	0	1.23	0
593	485	464	17.533662	0.015150137	4.657596	0	0	可调	0	0	1.23	0
594	486	485	13.094256	0.00836458	1.434187	0	0	可调	0	0	1.23	0
595	486	487	6.921684	0.248266211	11.894362	0	0	可调	0	0	1.23	0
596	487	697	1.188249	0.002304638	0.003254	0	0	可调	0	0	1.23	0
597	487	408	39	0.102564103	156	0	0	可调	0	0	1.23	0
598	488	489	5.494795	0.003256442	0.098321	0	0	可调	0	0	1.23	0
599	489	78	14.480479	0.003050272	0.639594	0	0	可调	0	0	1.23	0
600	490	489	7.084581	29.0250272	1456.803498	0	0	可调	0	0	1.23	0
601	490	491	0.902678	0.005075921	0.004136	0	0	可调	0	0	1.23	0
602	491	76	33.18647	0.003358332	3.698671	0	0	可调	0	0	1.23	0
603	492	491	32.283792	0.009867662	10.284504	0	0	可调	0	0	1.23	0
604	493	492	29.963633	0.00637699	5.725385	0	0	可调	0	0	1.23	0
605	506	507	77.252416	0.000956459	5.708086	0	0	可调	0	0	1.23	0
606	480	493	27.622532	0.001530117	1.167486	0	0	可调	0	0	1.23	0
607	481	480	25.280432	0.085139024	54.412371	0	0	可调	0	0	1.23	0
608	482	84	22.925936	0.007533	3.959334	0	0	可调	0	0	1.23	0
609	483	482	20.58	0.019809395	8.39	0	0	可调	0	0	1.23	0
610	484	580	2.928763	0.004348509	0.0373	0	0	可调	0	0	1.23	0
611	484	483	20.19509	0.002502199	1.020501	0	0	可调	0	0	1.23	0
612	507	508	64.53373	0.000181328	0.755157	0	0	可调	0	0	1.23	0
613	508	510	5.337355	0.000333622	0.009504	0	0	可调	0	0	1.23	0
614	508	512	59.196375	0.00080101	2.806909	0	0	可调	0	0	1.23	0
615	507	509	12.718686	0.000441876	0.07148	0	0	可调	0	0	1.23	0
616	509	510	6.164874	0.018238857	0.69318	0	0	可调	0	0	1.23	0
617	509	75	6.553812	0.782986783	33.631202	0	0	可调	0	0	1.23	0
618	510	482	2.346615	0.001056187	0.005816	0	0	可调	0	0	1.23	0
619	510	511	9.155614	0.033458324	2.804653	0	0	可调	0	0	1.23	0
620	511	494	13.611042	0.015056245	2.789327	0	0	可调	0	0	1.23	0
621	512	511	4.455428	0.000365274	0.007251	0	0	可调	0	0	1.23	0
622	512	496	54.740947	0.003256855	9.759397	0	0	可调	0	0	1.23	0
623	467	128	55.573653	0.000222675	0.687715	0	0	可调	0	0	1.23	0
624	468	489	1.901103	0.000654641	0.002366	0	0	可调	0	0	1.23	0
625	468	479	27.893314	0.043551251	33.884483	0	0	可调	0	0	1.23	0
626	469	502	7.642094	0.000374373	0.021864	0	0	可调	0	0	1.23	0
627	469	468	29.794417	0.044041553	39.096007	0	0	可调	0	0	1.23	0
628	469	460	10.624446	0.085677208	9.671145	0	0	可调	0	0	1.23	0
629	470	501	2.567318	0.000422538	0.002785	0	0	可调	0	0	1.23	0
630	470	469	48.060957	0.001028606	2.375931	0	0	可调	0	0	1.23	0
631	471	499	53.91412	0.000722804	2.100998	0	0	可调	0	0	1.23	0
632	471	124	5.296718	0.093220757	2.615329	0	0	可调	0	0	1.23	0
633	473	407	98.757798	0.000324462	3.164515	0	0	可调	0	0	1.23	0
634	460	461	10.624446	0.091878574	10.371148	0	0	可调	0	0	1.23	0
635	461	109	26.169439	0.007220302	4.944748	0	0	可调	0	0	1.23	0
636	462	452	0.254034	0.005408063	0.000349	0	0	可调	0	0	1.23	0
637	462	461	15.544993	0.250738512	60.590161	0	0	可调	0	0	1.23	0
638	463	451	0.313324	0.005419064	0.000532	0	0	可调	0	0	1.23	0
639	463	462	15.799027	0.008164493	2.037933	0	0	可调	0	0	1.23	0
640	464	465	1.421311	0.005394221	0.010897	0	0	可调	0	0	1.23	0
641	464	463	16.112351	0.010505537	2.72732	0	0	可调	0	0	1.23	0
642	465	467	55.097022	0.003949823	11.990405	0	0	可调	0	0	1.23	0
643	474	163	3.593169	0.00050198	0.006481	0	0	可调	0	0	1.23	0
644	474	473	27.480492	0.231656257	174.941579	0	0	可调	0	0	1.23	0
645	451	465	53.675711	0.006742091	19.424516	0	0	可调	0	0	1.23	0
646	452	451	53.362387	0.002708569	7.71277	0	0	可调	0	0	1.23	0
647	453	452	53.108353	0.005655227	15.950551	0	0	可调	0	0	1.23	0
648	454	453	52.979518	0.002813259	7.896338	0	0	可调	0	0	1.23	0
649	455	456	111.018557	0.000177194	2.183934	0	0	可调	0	0	1.23	0
650	456	80	95.469336	0.000611516	5.573598	0	0	可调	0	0	1.23	0
651	456	459	15.549222	0.31766459	76.804406	0	0	可调	0	0	1.23	0
652	457	81	94.978916	0.002754564	24.848906	0	0	可调	0	0	1.23	0
653	457	458	0.490419	0.000532201	0.000128	0	0	可调	0	0	1.23	0
654	458	135	151.971084	0.000544043	12.564778	0	0	可调	0	0	1.23	0
655	459	458	151.045103	0.00098293	22.425178	0	0	可调	0	0	1.23	0
656	475	474	31.07366	0.000249645	0.24105	0	0	可调	0	0	1.23	0
657	475	478	25.838262	0.001171596	0.782176	0	0	可调	0	0	1.23	0
658	446	447	5.310937	0.002207363	0.062261	0	0	可调	0	0	1.23	0
659	446	131	11.232615	0.004402582	0.555481	0	0	可调	0	0	1.23	0
660	447	134	135.495881	4.44745E-05	0.816513	0	0	可调	0	0	1.23	0
661	448	447	5.405089	0.000692179	0.020222	0	0	可调	0	0	1.23	0
662	449	450	0.384007	0.001702141	0.000251	0	0	可调	0	0	1.23	0
663	449	477	85.278702	0.000146008	1.061837	0	0	可调	0	0	1.23	0
664	450	448	4.413982	0.002487985	0.048474	0	0	可调	0	0	1.23	0
665	476	475	56.911922	0.005785545	18.73919	0	0	可调	0	0	1.23	0
666	477	476	14.001395	0.003014568	0.590973	0	0	可调	0	0	1.23	0
667	477	473	71.277307	0.038286508	194.51286	0	0	可调	0	0	1.23	0
668	478	487	33.239006	0.016206949	17.905948	0	0	可调	0	0	1.23	0
669	479	478	7.400744	0.067171025	3.679025	0	0	可调	0	0	1.23	0
670	479	127	0.476631	0.000708698	0.000161	0	0	可调	0	0	1.23	0
671	479	486	20.015939	0.024188066	9.690654	0	0	可调	0	0	1.23	0
672	407	132	3.550888	0.000501951	0.006329	0	0	可调	0	0	1.23	0
673	407	409	102.103698	0.001263753	13.174837	0	0	可调	0	0	1.23	0
674	408	407	6.896788	0.074260279	3.532241	0	0	可调	0	0	1.23	0
675	400	412	25.357548	0.00135433	0.870841	0	0	可调	0	0	1.23	0
676	401	402	2.185535	0.001210703	0.005783	0	0	可调	0	0	1.23	0
677	401	411	28.727516	0.007892314	6.513291	0	0	可调	0	0	1.23	0
678	402	404	13.362617	0.015299878	2.731939	0	0	可调	0	0	1.23	0
679	403	406	4.981109	0.002225545	0.055219	0	0	可调	0	0	1.23	0
680	403	446	15.380951	0.00106123	0.251059	0	0	可调	0	0	1.23	0
681	404	405	0.144613	0.008941841	0.000187	0	0	可调	0	0	1.23	0
682	404	403	13.218004	0.002908978	0.508244	0	0	可调	0	0	1.23	0
683	405	406	119.798746	0.001409736	20.232164	0	0	可调	0	0	1.23	0
684	406	447	124.779855	0.00048213	7.506766	0	0	可调	0	0	1.23	0
685	408	446	1.162601	0.017842754	0.024117	0	0	可调	0	0	1.23	0
686	411	414	31.6	0.003475004	3.47	0	0	可调	0	0	1.23	0
687	408	401	30.913052	0.018525282	17.70307	0	0	可调	0	0	1.23	0
688	409	439	55.801578	0.010079544	31.385846	0	0	可调	0	0	1.23	0
689	409	410	46.30212	0.003225537	6.915185	0	0	可调	0	0	1.23	0
690	410	400	25.357548	0.000513414	0.330128	0	0	可调	0	0	1.23	0
691	410	411	20.944573	0.00135433	0.594111	0	0	可调	0	0	1.23	0
692	411	412	18.062268	0.00186013	0.606859	0	0	可调	0	0	1.23	0
693	412	413	43.419816	0.001472573	2.776213	0	0	可调	0	0	1.23	0
694	413	173	32.602705	0.001774499	1.88618	0	0	可调	0	0	1.23	0
695	413	402	10.817111	0.01726284	2.019923	0	0	可调	0	0	1.23	0
												
