75.66127888	43
64.79425449	44
71.77312343	45
72.30712113	46
98.52884318	47
58.01796812	49
1.733426831	50
38.15306419	51
4.313559144	52
462.7189901	55
296.0514161	57
584.2131215	58
153.8744832	59
36.09514519	60
32.28621577	61
64.53713687	62
112.7108977	63
61.2492876	64
4.5019459	65
1.949580753	66
2088.227356	67
861.8218185	68
64.31399569	69
64.67891959	70
167.48986	71
1113.082106	72
1305.430295	73
499.8532696	74
594.970636	75
586.2442605	76
2.119895894	2
448.6808955	3
1328.692159	5
351.1494415	6
77.44321717	7
19.53291286	8
2600.679218	9
1326.386806	12
1310.339733	13
176.1264186	15
93.52554299	16
23.8477872	17
154.9468615	18
525.687922	19
35.13889083	20
459.7638669	21
481.9162234	22
86.3520569	23
1.437026563	24
56.34404845	25
6.22220035	26
5.32359796	27
124.3507536	28
130.2901807	29
8.754681188	30
21.10030962	31
102.8740293	32
16.57812714	33
22.81242251	34
100.622072	35
25.91813224	36
12.17901455	37
176.2663586	38
2.110071522	39
80.20932198	40
2.086416871	41
3.71995854	42
86.01914975	77
2.504824047	78
9.270705896	80
6.969435242	81
20.88421917	82
0.379842319	83
5.450639343	84
49.34024136	85
17.92427081	86
218.624934	87
245.0985621	88
2.273706294	89
23.74143782	90
64.48058835	91
435.9155129	92
2.892047519	93
3.474917176	94
101.5713995	95
8.672348108	97
66.66325786	99
171.0717165	100
59.14230708	302
8.312204851	129
19.52037311	48
27.99818976	53
0.270234782	107
927.6807203	108
1134.163252	109
74.24042944	110
3.280688982	112
68.90417296	113
15.06368801	115
0.289544183	116
11.0664458	117
74.16670874	118
26.31953961	119
131.5002905	120
11.98483785	121
12.11414919	122
36.17924275	123
5.740659519	124
0.036877082	128
334.8973168	132
8.933065373	133
1150.470868	134
1380.907259	135
274.7170118	301
28.7079984	54
2.724911891	303
9.422203897	304
3.44107373	305
1131.757873	130
3842.949179	131
6.616328023	114
479.283879	10
858.7806395	267
