1	1	2	79.0693	         342.919688
2	2	3	43.8854	    261.8299569
3	2	4	35.1839	     162.2648259
4	3	7	41.0108	        2195.785897
5	3	5	2.8746	         1.147032165
6	4	5	29.6319	     100.7122774
7	4	6	25.9557	    308.4325843
8	5	6	32.5065	   207.7206884
9	6	7	58.4622	   1986.920611
10	7	8	99.473	   885.9873519
11	9	6	20.4038	  505.1858291
